vehicle_id,repeat,fold,precision,best_alpha
181,7,6,0.6666666666666666,0.05
181,7,7,1.0,0.05
181,7,8,0.28125,0.05
181,7,9,0.4166666666666667,0.05
181,8,0,0.35185185185185186,0.001
181,8,1,0.6666666666666666,0.001
181,8,2,0.9444444444444444,0.001
181,8,3,0.14583333333333334,0.001
181,8,4,0.625,0.001
181,8,5,1.0,0.001
181,8,6,0.8125,0.001
181,8,7,1.0,0.001
181,8,8,1.0,0.001
181,8,9,0.9375,0.001
181,9,0,1.0,0.001
181,9,1,0.8888888888888888,0.001
181,9,2,0.40740740740740744,0.001
181,9,3,1.0,0.001
181,9,4,0.6875,0.001
181,9,5,0.7083333333333333,0.001
181,9,6,0.5625,0.001
181,9,7,0.16666666666666666,0.001
181,9,8,0.3125,0.001
181,9,9,0.625,0.001
185,0,0,0.0,0.001
185,0,1,0.16666666666666666,0.001
185,0,2,0.4166666666666667,0.001
185,0,3,0.3333333333333333,0.001
185,0,4,0.5416666666666666,0.001
185,0,5,0.29166666666666663,0.001
185,0,6,0.25,0.001
185,0,7,0.375,0.001
185,0,8,0.619047619047619,0.001
185,0,9,0.17857142857142858,0.001
185,1,0,0.1875,0.05
185,1,1,0.53125,0.05
185,1,2,0.03125,0.05
185,1,3,0.41666666666666663,0.05
185,1,4,0.22916666666666666,0.05
185,1,5,0.125,0.05
185,1,6,0.16666666666666666,0.05
185,1,7,0.25,0.05
185,1,8,0.5,0.05
185,1,9,0.21428571428571427,0.05
185,2,0,0.4166666666666667,0.001
185,2,1,0.3125,0.001
185,2,2,0.017857142857142856,0.001
185,2,3,0.5,0.001
185,2,4,0.375,0.001
185,2,5,0.1875,0.001
185,2,6,0.41666666666666663,0.001
185,2,7,0.1875,0.001
185,2,8,0.047619047619047616,0.001
185,2,9,0.23809523809523808,0.001
185,3,0,0.03125,0.001
185,3,1,0.375,0.001
185,3,2,0.65625,0.001
185,3,3,0.08333333333333333,0.001
185,3,4,0.35,0.001
185,3,5,0.375,0.001
185,3,6,0.25,0.001
185,3,7,0.25,0.001
185,3,8,0.09523809523809523,0.001
185,3,9,0.17857142857142858,0.001
185,4,0,0.125,0.001
185,4,1,0.08333333333333333,0.001
185,4,2,0.375,0.001
185,4,3,0.375,0.001
185,4,4,0.4375,0.001
185,4,5,0.3125,0.001
185,4,6,0.375,0.001
185,4,7,0.14583333333333331,0.001
185,4,8,0.07142857142857142,0.001
185,4,9,0.4761904761904762,0.001
185,5,0,0.1875,0.001
185,5,1,0.2916666666666667,0.001
185,5,2,0.14583333333333331,0.001
185,5,3,0.1,0.001
185,5,4,0.25,0.001
185,5,5,0.09375,0.001
185,5,6,0.125,0.001
185,5,7,0.2916666666666667,0.001
185,5,8,0.7142857142857143,0.001
185,5,9,0.0,0.001
185,6,0,0.08333333333333333,0.001
185,6,1,0.375,0.001
185,6,2,0.25,0.001
185,6,3,0.0,0.001
185,6,4,0.2875,0.001
185,6,5,0.16666666666666666,0.001
185,6,6,0.225,0.001
185,6,7,0.25,0.001
185,6,8,0.21428571428571427,0.001
185,6,9,1.0,0.001
185,7,0,0.375,0.001
185,7,1,0.03125,0.001
185,7,2,0.1875,0.001
185,7,3,0.16666666666666666,0.001
185,7,4,0.0,0.001
185,7,5,0.34375,0.001
185,7,6,0.75,0.001
185,7,7,0.0625,0.001
185,7,8,0.2857142857142857,0.001
185,7,9,0.42857142857142855,0.001
185,8,0,0.22499999999999998,0.001
185,8,1,0.125,0.001
185,8,2,0.22916666666666666,0.001
185,8,3,0.3125,0.001
185,8,4,0.5,0.001
185,8,5,0.525,0.001
185,8,6,0.03125,0.001
185,8,7,0.5,0.001
185,8,8,0.0,0.001
185,8,9,0.14285714285714285,0.001
185,9,0,0.03125,0.001
185,9,1,0.375,0.001
185,9,2,0.10416666666666666,0.001
185,9,3,0.20833333333333331,0.001
185,9,4,0.4,0.001
185,9,5,0.15,0.001
185,9,6,0.2875,0.001
185,9,7,0.25,0.001
185,9,8,0.23809523809523808,0.001
185,9,9,0.2857142857142857,0.001
223,0,0,0.9285714285714286,0.001
223,0,1,0.8076923076923077,0.001
223,0,2,0.3956043956043956,0.001
223,0,3,0.9384615384615385,0.001
223,0,4,0.8653846153846154,0.001
223,0,5,0.9076923076923078,0.001
223,0,6,0.46153846153846156,0.001
223,0,7,0.38461538461538464,0.001
223,0,8,0.6923076923076923,0.001
223,0,9,0.40384615384615385,0.001
223,1,0,0.8095238095238095,0.001
223,1,1,0.8974358974358976,0.001
223,1,2,0.858974358974359,0.001
223,1,3,1.0,0.001
223,1,4,0.9384615384615385,0.001
223,1,5,0.38461538461538464,0.001
223,1,6,0.24358974358974358,0.001
223,1,7,0.33333333333333337,0.001
223,1,8,0.8974358974358976,0.001
223,1,9,0.641025641025641,0.001
223,2,0,0.8273809523809524,0.001
223,2,1,0.7692307692307693,0.001
223,2,2,0.16923076923076924,0.001
223,2,3,0.7948717948717948,0.001
223,2,4,1.0,0.001
223,2,5,0.8846153846153846,0.001
223,2,6,0.5538461538461539,0.001
223,2,7,0.46153846153846156,0.001
223,2,8,0.9230769230769231,0.001
223,2,9,0.358974358974359,0.001
223,3,0,0.7857142857142857,0.001
223,3,1,0.9230769230769231,0.001
223,3,2,0.3076923076923077,0.001
223,3,3,0.9423076923076923,0.001
223,3,4,0.6307692307692307,0.001
223,3,5,0.34615384615384615,0.001
223,3,6,0.5512820512820512,0.001
223,3,7,0.8615384615384615,0.001
223,3,8,0.782051282051282,0.001
223,3,9,0.9038461538461539,0.001
223,4,0,0.8952380952380953,0.001
223,4,1,0.36858974358974356,0.001
223,4,2,0.6923076923076923,0.001
223,4,3,0.4102564102564103,0.001
223,4,4,0.9358974358974359,0.001
223,4,5,0.9423076923076923,0.001
223,4,6,0.4256410256410256,0.001
223,4,7,0.6923076923076923,0.001
223,4,8,0.37179487179487186,0.001
223,4,9,0.8974358974358974,0.001
223,5,0,0.4761904761904762,0.001
223,5,1,0.17307692307692307,0.001
223,5,2,0.7692307692307693,0.001
223,5,3,0.6666666666666666,0.001
223,5,4,0.4294871794871795,0.001
223,5,5,0.3076923076923077,0.001
223,5,6,0.8653846153846154,0.001
223,5,7,0.8999999999999999,0.001
223,5,8,0.25641025641025644,0.001
223,5,9,0.6282051282051282,0.001
223,6,0,0.8214285714285714,0.001
223,6,1,0.6666666666666666,0.001
223,6,2,0.8076923076923077,0.001
223,6,3,0.7692307692307693,0.001
223,6,4,0.32051282051282054,0.001
223,6,5,0.8653846153846154,0.001
223,6,6,0.7307692307692307,0.001
223,6,7,0.5769230769230769,0.001
223,6,8,0.1904761904761905,0.001
223,6,9,0.8461538461538461,0.001
223,7,0,0.3095238095238095,0.001
223,7,1,0.5384615384615384,0.001
223,7,2,0.07692307692307693,0.001
223,7,3,0.3681318681318681,0.001
223,7,4,0.9487179487179488,0.001
223,7,5,0.8269230769230769,0.001
223,7,6,0.8131868131868132,0.001
223,7,7,0.9230769230769231,0.001
223,7,8,1.0,0.001
223,7,9,0.7794871794871795,0.001
223,8,0,0.5857142857142856,0.001
223,8,1,0.7538461538461539,0.001
223,8,2,0.7692307692307693,0.001
223,8,3,0.8653846153846154,0.001
223,8,4,0.8846153846153846,0.001
223,8,5,0.8205128205128205,0.001
223,8,6,0.3589743589743589,0.001
223,8,7,0.8717948717948717,0.001
223,8,8,0.7802197802197802,0.001
223,8,9,1.0,0.001
223,9,0,0.4928571428571429,0.001
223,9,1,0.5769230769230769,0.001
223,9,2,0.2692307692307692,0.001
223,9,3,0.40384615384615385,0.001
223,9,4,0.057692307692307696,0.001
223,9,5,0.7692307692307693,0.001
223,9,6,0.8974358974358974,0.001
223,9,7,0.6217948717948717,0.001
223,9,8,0.5824175824175823,0.001
223,9,9,0.8717948717948718,0.001
231,0,0,0.6,0.01
231,0,1,0.1,0.01
231,0,2,0.8,0.01
231,0,3,0.6,0.01
231,0,4,0.6,0.01
231,0,5,0.1,0.01
231,0,6,0.8,0.01
231,0,7,0.5,0.01
231,0,8,0.4,0.01
231,0,9,0.5,0.01
231,1,0,0.4,0.01
231,1,1,0.6,0.01
231,1,2,0.2,0.01
231,1,3,0.8,0.01
231,1,4,0.6666666666666666,0.01
231,1,5,0.6,0.01
231,1,6,0.36,0.01
231,1,7,0.8,0.01
231,1,8,0.4,0.01
231,1,9,0.04,0.01
231,2,0,0.5,0.001
231,2,1,0.26666666666666666,0.001
231,2,2,0.6,0.001
231,2,3,0.7,0.001
231,2,4,0.4,0.001
231,2,5,0.8,0.001
231,2,6,0.2,0.001
231,2,7,0.4666666666666666,0.001
231,2,8,0.6,0.001
231,2,9,0.5,0.001
231,3,0,1.0,0.001
231,3,1,0.0,0.001
231,3,2,0.4666666666666667,0.001
231,3,3,0.8,0.001
231,3,4,0.6,0.001
231,3,5,0.6666666666666666,0.001
231,3,6,0.4,0.001
231,3,7,0.4,0.001
231,3,8,0.25,0.001
231,3,9,0.4,0.001
231,4,0,0.8,0.001
231,4,1,0.8,0.001
231,4,2,0.26666666666666666,0.001
231,4,3,0.4,0.001
231,4,4,0.6,0.001
231,4,5,0.45,0.001
231,4,6,0.4,0.001
231,4,7,0.6,0.001
231,4,8,0.8,0.001
231,4,9,0.4,0.001
231,5,0,0.6666666666666667,0.01
231,5,1,0.2,0.01
231,5,2,0.0,0.01
231,5,3,0.8,0.01
231,5,4,0.6,0.01
231,5,5,0.04,0.01
231,5,6,0.8,0.01
231,5,7,0.26666666666666666,0.01
231,5,8,0.6,0.01
231,5,9,1.0,0.01
231,6,0,1.0,0.01
231,6,1,0.4,0.01
231,6,2,0.8,0.01
231,6,3,0.2,0.01
231,6,4,0.7,0.01
231,6,5,0.3,0.01
231,6,6,0.26666666666666666,0.01
231,6,7,0.8,0.01
231,6,8,0.6,0.01
231,6,9,0.2,0.01
231,7,0,0.3,0.01
231,7,1,0.26666666666666666,0.01
231,7,2,0.6,0.01
231,7,3,0.4,0.01
231,7,4,0.5,0.01
231,7,5,0.8,0.01
231,7,6,0.5,0.01
231,7,7,0.5,0.01
231,7,8,0.6666666666666666,0.01
231,7,9,1.0,0.01
231,8,0,1.0,0.01
231,8,1,0.5,0.01
231,8,2,0.4,0.01
231,8,3,0.06666666666666667,0.01
231,8,4,0.8,0.01
231,8,5,0.7,0.01
231,8,6,0.4,0.01
231,8,7,0.8,0.01
231,8,8,0.3,0.01
231,8,9,0.4,0.01
231,9,0,0.4,0.001
231,9,1,0.4666666666666666,0.001
231,9,2,0.4,0.001
231,9,3,0.8,0.001
231,9,4,0.6,0.001
231,9,5,0.8,0.001
231,9,6,0.6,0.001
231,9,7,0.8,0.001
231,9,8,0.8,0.001
231,9,9,0.4,0.001
276,0,0,0.23333333333333334,0.001
276,0,1,0.5666666666666667,0.001
276,0,2,0.6071428571428571,0.001
276,0,3,0.6428571428571429,0.001
276,0,4,0.2585034013605442,0.001
276,0,5,0.41428571428571426,0.001
276,0,6,0.4642857142857143,0.001
276,0,7,0.20714285714285713,0.001
276,0,8,0.42857142857142855,0.001
276,0,9,0.2285714285714286,0.001
276,1,0,0.11851851851851851,0.001
276,1,1,0.5666666666666667,0.001
276,1,2,0.21428571428571427,0.001
276,1,3,0.6964285714285714,0.001
276,1,4,0.5714285714285714,0.001
276,1,5,0.5535714285714286,0.001
276,1,6,0.7857142857142857,0.001
276,1,7,0.30357142857142855,0.001
276,1,8,0.07142857142857142,0.001
276,1,9,0.09523809523809523,0.001
276,2,0,0.5533333333333333,0.001
276,2,1,0.3333333333333333,0.001
276,2,2,0.17261904761904762,0.001
276,2,3,0.3333333333333333,0.001
276,2,4,0.6428571428571429,0.001
276,2,5,0.3095238095238095,0.001
276,2,6,0.2857142857142857,0.001
276,2,7,0.4642857142857143,0.001
276,2,8,0.29931972789115646,0.001
276,2,9,0.2785714285714286,0.001
276,3,0,0.4111111111111111,0.001
276,3,1,0.6555555555555554,0.001
276,3,2,0.2857142857142857,0.001
276,3,3,0.5833333333333333,0.001
276,3,4,0.4642857142857143,0.001
276,3,5,0.1488095238095238,0.001
276,3,6,0.17857142857142858,0.001
276,3,7,0.6428571428571429,0.001
276,3,8,0.5238095238095238,0.001
276,3,9,0.7142857142857143,0.001
276,4,0,0.4888888888888889,0.05
276,4,1,0.5333333333333333,0.05
276,4,2,0.7321428571428571,0.05
276,4,3,0.2602040816326531,0.05
276,4,4,0.2857142857142857,0.05
276,4,5,0.4428571428571429,0.05
276,4,6,0.25,0.05
276,4,7,0.39285714285714285,0.05
276,4,8,0.27380952380952384,0.05
276,4,9,0.6071428571428571,0.05
276,5,0,0.4388888888888889,0.001
276,5,1,0.6166666666666667,0.001
276,5,2,0.4047619047619047,0.001
276,5,3,0.6071428571428571,0.001
276,5,4,0.2857142857142857,0.001
276,5,5,0.3095238095238095,0.001
276,5,6,0.6904761904761906,0.001
276,5,7,0.32142857142857145,0.001
276,5,8,0.21428571428571427,0.001
276,5,9,0.23214285714285715,0.001
276,6,0,0.6,0.001
276,6,1,0.36000000000000004,0.001
276,6,2,0.5,0.001
276,6,3,0.6785714285714286,0.001
276,6,4,0.42857142857142855,0.001
276,6,5,0.3,0.001
276,6,6,0.4523809523809524,0.001
276,6,7,0.511904761904762,0.001
276,6,8,0.4642857142857143,0.001
276,6,9,0.40714285714285714,0.001
276,7,0,0.26666666666666666,0.001
276,7,1,0.7833333333333333,0.001
276,7,2,0.6666666666666667,0.001
276,7,3,0.4404761904761904,0.001
276,7,4,0.6785714285714286,0.001
276,7,5,0.40476190476190477,0.001
276,7,6,0.20833333333333331,0.001
276,7,7,0.33571428571428574,0.001
276,7,8,0.2857142857142857,0.001
276,7,9,0.25,0.001
276,8,0,0.43333333333333335,0.001
276,8,1,0.14666666666666667,0.001
276,8,2,0.45,0.001
276,8,3,0.6428571428571429,0.001
276,8,4,0.6122448979591837,0.001
276,8,5,0.511904761904762,0.001
276,8,6,0.42857142857142855,0.001
276,8,7,0.2857142857142857,0.001
276,8,8,0.5178571428571429,0.001
276,8,9,0.3333333333333333,0.001
276,9,0,0.4611111111111111,0.001
276,9,1,0.4444444444444445,0.001
276,9,2,0.6857142857142857,0.001
276,9,3,0.34523809523809523,0.001
276,9,4,0.6428571428571429,0.001
276,9,5,0.4523809523809524,0.001
276,9,6,0.5952380952380951,0.001
276,9,7,0.36309523809523814,0.001
276,9,8,0.3392857142857143,0.001
276,9,9,0.369047619047619,0.001
283,0,0,0.7222222222222222,0.01
283,0,1,0.4,0.01
283,0,2,1.0,0.01
283,0,3,0.6666666666666667,0.01
283,0,4,0.4,0.01
283,0,5,0.4,0.01
283,0,6,0.4,0.01
283,0,7,0.26666666666666666,0.01
283,0,8,1.0,0.01
283,0,9,0.3333333333333333,0.01
283,1,0,0.6666666666666666,0.001
283,1,1,1.0,0.001
283,1,2,0.06666666666666667,0.001
283,1,3,0.6,0.001
283,1,4,0.4666666666666666,0.001
283,1,5,0.6666666666666667,0.001
283,1,6,0.9,0.001
283,1,7,0.1,0.001
283,1,8,0.6,0.001
283,1,9,0.16666666666666666,0.001
283,2,0,0.4444444444444444,0.001
283,2,1,0.6666666666666667,0.001
283,2,2,0.3,0.001
283,2,3,0.26666666666666666,0.001
283,2,4,0.3,0.001
283,2,5,1.0,0.001
283,2,6,0.2,0.001
283,2,7,1.0,0.001
283,2,8,1.0,0.001
283,2,9,0.7,0.001
283,3,0,0.75,0.001
283,3,1,0.05,0.001
283,3,2,0.5333333333333333,0.001
283,3,3,0.9,0.001
283,3,4,1.0,0.001
283,3,5,0.2,0.001
283,3,6,0.4666666666666666,0.001
283,3,7,0.8666666666666666,0.001
283,3,8,0.4,0.001
283,3,9,0.0,0.001
283,4,0,0.08333333333333333,0.001
283,4,1,1.0,0.001
283,4,2,0.8,0.001
283,4,3,0.8,0.001
283,4,4,1.0,0.001
283,4,5,0.9,0.001
283,4,6,0.36666666666666664,0.001
283,4,7,0.16666666666666666,0.001
283,4,8,0.3,0.001
283,4,9,0.4666666666666666,0.001
283,5,0,0.2222222222222222,0.001
283,5,1,0.16,0.001
283,5,2,0.06666666666666667,0.001
283,5,3,0.6,0.001
283,5,4,0.8666666666666666,0.001
283,5,5,0.7,0.001
283,5,6,0.26666666666666666,0.001
283,5,7,0.8,0.001
283,5,8,0.5,0.001
283,5,9,1.0,0.001
283,6,0,0.7222222222222222,0.001
283,6,1,0.26666666666666666,0.001
283,6,2,0.3,0.001
283,6,3,0.9,0.001
283,6,4,0.26666666666666666,0.001
283,6,5,0.6666666666666666,0.001
283,6,6,0.06666666666666667,0.001
283,6,7,0.8666666666666666,0.001
283,6,8,0.6666666666666666,0.001
283,6,9,0.4,0.001
283,7,0,0.611111111111111,0.001
283,7,1,0.2,0.001
283,7,2,0.7,0.001
283,7,3,0.6666666666666666,0.001
283,7,4,0.6,0.001
283,7,5,0.5,0.001
283,7,6,0.4,0.001
283,7,7,0.3,0.001
283,7,8,0.1,0.001
283,7,9,0.8,0.001
283,8,0,0.3055555555555555,0.001
283,8,1,0.8,0.001
283,8,2,0.8666666666666666,0.001
283,8,3,0.6666666666666666,0.001
283,8,4,0.7,0.001
283,8,5,0.65,0.001
283,8,6,0.3,0.001
283,8,7,0.7,0.001
283,8,8,0.6,0.001
283,8,9,0.8,0.001
283,9,0,0.4166666666666667,0.01
283,9,1,0.6666666666666667,0.01
283,9,2,0.3,0.01
283,9,3,0.5,0.01
283,9,4,0.4666666666666666,0.01
283,9,5,0.8,0.01
283,9,6,0.9,0.01
283,9,7,0.4,0.01
283,9,8,0.9,0.01
283,9,9,0.8,0.01
292,0,0,1.0,0.001
292,0,1,0.6,0.001
292,0,2,0.2,0.001
292,0,3,1.0,0.001
292,0,4,0.7,0.001
292,0,5,0.6,0.001
292,0,6,0.7,0.001
292,0,7,0.5,0.001
292,0,8,0.8,0.001
292,0,9,1.0,0.001
292,1,0,0.8,0.001
292,1,1,0.6,0.001
292,1,2,1.0,0.001
292,1,3,0.8,0.001
292,1,4,0.6,0.001
292,1,5,1.0,0.001
292,1,6,0.4333333333333333,0.001
292,1,7,0.6,0.001
292,1,8,0.6,0.001
292,1,9,1.0,0.001
292,2,0,0.2,0.001
292,2,1,0.6,0.001
292,2,2,0.8,0.001
292,2,3,0.26666666666666666,0.001
292,2,4,1.0,0.001
292,2,5,1.0,0.001
292,2,6,0.8,0.001
292,2,7,0.4666666666666667,0.001
292,2,8,0.26666666666666666,0.001
292,2,9,0.6,0.001
292,3,0,0.0,0.001
292,3,1,1.0,0.001
292,3,2,0.7,0.001
292,3,3,0.8666666666666668,0.001
292,3,4,1.0,0.001
292,3,5,1.0,0.001
292,3,6,1.0,0.001
292,3,7,1.0,0.001
292,3,8,0.8,0.001
292,3,9,0.0,0.001
292,4,0,0.8,0.001
292,4,1,0.8,0.001
292,4,2,0.26666666666666666,0.001
292,4,3,0.6,0.001
292,4,4,0.8,0.001
292,4,5,0.8,0.001
292,4,6,0.4,0.001
292,4,7,0.4666666666666667,0.001
292,4,8,0.8,0.001
292,4,9,1.0,0.001
292,5,0,1.0,0.001
292,5,1,1.0,0.001
292,5,2,0.8,0.001
292,5,3,0.7,0.001
292,5,4,1.0,0.001
292,5,5,1.0,0.001
292,5,6,1.0,0.001
292,5,7,0.6,0.001
292,5,8,0.6,0.001
292,5,9,0.1,0.001
292,6,0,0.0,0.05
292,6,1,1.0,0.05
292,6,2,1.0,0.05
292,6,3,0.4,0.05
292,6,4,0.4666666666666667,0.05
292,6,5,1.0,0.05
292,6,6,1.0,0.05
292,6,7,0.0,0.05
292,6,8,1.0,0.05
292,6,9,0.8,0.05
292,7,0,1.0,0.001
292,7,1,0.8,0.001
292,7,2,0.0,0.001
292,7,3,0.8,0.001
292,7,4,0.7,0.001
292,7,5,0.4,0.001
292,7,6,0.7,0.001
292,7,7,0.6,0.001
292,7,8,0.4,0.001
292,7,9,0.6,0.001
292,8,0,0.06666666666666667,0.05
292,8,1,0.7,0.05
292,8,2,0.8,0.05
292,8,3,1.0,0.05
292,8,4,0.8,0.05
292,8,5,0.6,0.05
292,8,6,0.8,0.05
292,8,7,0.0,0.05
292,8,8,0.6,0.05
292,8,9,0.3,0.05
292,9,0,0.7,0.001
292,9,1,0.6,0.001
292,9,2,0.7,0.001
292,9,3,0.8,0.001
292,9,4,0.1,0.001
292,9,5,1.0,0.001
292,9,6,0.2,0.001
292,9,7,0.4,0.001
292,9,8,0.6,0.001
292,9,9,1.0,0.001
309,0,0,0.5925925925925927,0.001
309,0,1,0.5555555555555556,0.001
309,0,2,0.9259259259259258,0.001
309,0,3,0.8518518518518519,0.001
309,0,4,0.3888888888888889,0.001
309,0,5,0.9444444444444444,0.001
309,0,6,0.5833333333333334,0.001
309,0,7,0.6777777777777777,0.001
309,0,8,0.8148148148148148,0.001
309,0,9,1.0,0.001
309,1,0,0.9259259259259258,0.001
309,1,1,0.7222222222222222,0.001
309,1,2,0.4166666666666667,0.001
309,1,3,0.6111111111111112,0.001
309,1,4,0.5925925925925926,0.001
309,1,5,0.16666666666666666,0.001
309,1,6,0.25,0.001
309,1,7,1.0,0.001
309,1,8,0.7777777777777778,0.001
309,1,9,0.40625,0.001
309,2,0,0.4666666666666667,0.001
309,2,1,0.7592592592592592,0.001
309,2,2,0.5555555555555556,0.001
309,2,3,0.8222222222222223,0.001
309,2,4,0.24074074074074073,0.001
309,2,5,0.6111111111111112,0.001
309,2,6,0.7777777777777778,0.001
309,2,7,0.4074074074074074,0.001
309,2,8,0.6666666666666666,0.001
309,2,9,0.8125,0.001
309,3,0,0.48148148148148145,0.001
309,3,1,0.9259259259259258,0.001
309,3,2,0.5,0.001
309,3,3,0.5,0.001
309,3,4,0.3888888888888889,0.001
309,3,5,0.25925925925925924,0.001
309,3,6,0.5555555555555556,0.001
309,3,7,0.7037037037037037,0.001
309,3,8,0.7777777777777778,0.001
309,3,9,1.0,0.001
309,4,0,0.8888888888888888,0.001
309,4,1,1.0,0.001
309,4,2,0.4259259259259259,0.001
309,4,3,0.2777777777777778,0.001
309,4,4,0.8888888888888888,0.001
309,4,5,0.8888888888888888,0.001
309,4,6,0.3111111111111111,0.001
309,4,7,0.3888888888888889,0.001
309,4,8,0.2777777777777778,0.001
309,4,9,0.3333333333333333,0.001
309,5,0,0.5925925925925926,0.001
309,5,1,0.4444444444444444,0.001
309,5,2,0.8703703703703703,0.001
309,5,3,0.4444444444444444,0.001
309,5,4,0.7444444444444445,0.001
309,5,5,0.5,0.001
309,5,6,0.7592592592592592,0.001
309,5,7,0.5555555555555556,0.001
309,5,8,0.5,0.001
309,5,9,0.6875,0.001
309,6,0,0.6666666666666666,0.001
309,6,1,0.2777777777777778,0.001
309,6,2,0.8148148148148148,0.001
309,6,3,0.16666666666666666,0.001
309,6,4,0.8333333333333334,0.001
309,6,5,0.6666666666666666,0.001
309,6,6,0.48148148148148145,0.001
309,6,7,0.14444444444444446,0.001
309,6,8,0.9444444444444444,0.001
309,6,9,0.4583333333333333,0.001
309,7,0,0.2777777777777778,0.001
309,7,1,0.25925925925925924,0.001
309,7,2,0.3888888888888889,0.001
309,7,3,0.6555555555555556,0.001
309,7,4,0.3888888888888889,0.001
309,7,5,0.8888888888888888,0.001
309,7,6,0.2222222222222222,0.001
309,7,7,0.4074074074074074,0.001
309,7,8,0.8148148148148148,0.001
309,7,9,0.4375,0.001
309,8,0,0.7777777777777778,0.001
309,8,1,0.4444444444444444,0.001
309,8,2,0.5277777777777778,0.001
309,8,3,0.5185185185185185,0.001
309,8,4,0.9259259259259258,0.001
309,8,5,0.5185185185185185,0.001
309,8,6,0.4444444444444444,0.001
309,8,7,0.537037037037037,0.001
309,8,8,0.5555555555555556,0.001
309,8,9,0.4375,0.001
309,9,0,0.7222222222222222,0.001
309,9,1,0.5555555555555556,0.001
309,9,2,0.19444444444444445,0.001
309,9,3,0.19444444444444445,0.001
309,9,4,0.35555555555555557,0.001
309,9,5,1.0,0.001
309,9,6,0.5555555555555556,0.001
309,9,7,0.26666666666666666,0.001
309,9,8,0.9444444444444444,0.001
309,9,9,0.6875,0.001
323,0,0,0.6666666666666666,0.001
323,0,1,0.3333333333333333,0.001
323,0,2,0.9444444444444444,0.001
323,0,3,1.0,0.001
323,0,4,0.2222222222222222,0.001
323,0,5,0.8888888888888888,0.001
323,0,6,0.8888888888888888,0.001
323,0,7,1.0,0.001
323,0,8,0.9375,0.001
323,0,9,0.25,0.001
323,1,0,0.8888888888888888,0.001
323,1,1,0.8888888888888888,0.001
323,1,2,0.9444444444444444,0.001
323,1,3,1.0,0.001
323,1,4,0.9444444444444444,0.001
323,1,5,0.9444444444444444,0.001
323,1,6,0.8888888888888888,0.001
323,1,7,0.8888888888888888,0.001
323,1,8,0.9375,0.001
323,1,9,0.15625,0.001
323,2,0,0.8333333333333334,0.001
323,2,1,0.9444444444444444,0.001
323,2,2,0.2777777777777778,0.001
323,2,3,0.9259259259259258,0.001
323,2,4,1.0,0.001
323,2,5,1.0,0.001
323,2,6,0.5555555555555556,0.001
323,2,7,0.0,0.001
323,2,8,0.8125,0.001
323,2,9,1.0,0.001
323,3,0,0.4444444444444444,0.001
323,3,1,0.4444444444444444,0.001
323,3,2,0.25925925925925924,0.001
323,3,3,1.0,0.001
323,3,4,0.7777777777777778,0.001
323,3,5,0.9444444444444444,0.001
323,3,6,0.9444444444444444,0.001
323,3,7,0.8333333333333334,0.001
323,3,8,0.875,0.001
323,3,9,0.9375,0.001
